id,year,dest,tonn,cashflow,discounted,z
19321,1,1,16380.0,69489.2813,69489.2813,14
22787,1,1,16380.0,68458.13364,68458.13364,14
22832,1,1,16380.0,66860.52482,66860.52482,14
18402,1,1,16380.0,65502.238110000006,65502.238110000006,14
15670,1,1,16380.0,64152.23647,64152.23647,14
18342,1,1,16380.0,64113.01657000001,64113.01657000001,14
15655,1,1,16380.0,61186.32068999999,61186.32068999999,14
15640,1,1,16380.0,59813.32828,59813.32828,14
17512,1,1,16380.0,58776.438949999996,58776.438949999996,14
16546,1,1,16380.0,58597.270130000004,58597.270130000004,14
16531,1,1,16380.0,56591.54303,56591.54303,14
23710,1,1,16380.0,56337.38055,56337.38055,14
17437,1,1,16380.0,55928.03869,55928.03869,14
18417,1,1,16380.0,55455.602150000006,55455.602150000006,14
16606,1,1,16380.0,52972.1255,52972.1255,14
24527,1,1,16380.0,49924.99788,49924.99788,14
23650,1,1,16380.0,45835.06131,45835.06131,14
20223,1,1,16380.0,44755.77536,44755.77536,14
15700,1,1,16380.0,43929.76593,43929.76593,14
24557,1,1,16380.0,41312.52337,41312.52337,14
24572,1,1,16380.0,41245.98925,41245.98925,14
21104,1,1,16380.0,40453.45987,40453.45987,14
15685,1,1,16380.0,37927.81422,37927.81422,14
23725,1,1,16380.0,34873.16631,34873.16631,14
21995,1,1,16380.0,28322.48319,28322.48319,14
20238,1,1,16380.0,22132.624089999998,22132.624089999998,14
24542,1,2,16380.0,-12285.0,-12285.0,14
22772,1,2,16380.0,-12285.0,-12285.0,14
21980,1,2,16380.0,-12285.0,-12285.0,14
22847,1,2,16380.0,-12285.0,-12285.0,14
24512,1,2,16380.0,-12285.0,-12285.0,14
23635,1,2,16380.0,-12285.0,-12285.0,14
19246,1,2,16380.0,-12285.0,-12285.0,14
20133,1,2,16380.0,-12285.0,-12285.0,14
18357,1,2,16380.0,-12285.0,-12285.0,14
21014,1,2,16380.0,-12285.0,-12285.0,14
17467,1,2,16380.0,-12285.0,-12285.0,14
21890,1,2,16380.0,-12285.0,-12285.0,14
22757,1,2,16380.0,-12285.0,-12285.0,14
16576,1,2,16380.0,-12285.0,-12285.0,14
16591,1,2,16380.0,-12285.0,-12285.0,14
20118,1,2,16380.0,-12285.0,-12285.0,14
20999,1,2,16380.0,-12285.0,-12285.0,14
21875,1,2,16380.0,-12285.0,-12285.0,14
22742,1,2,16380.0,-12285.0,-12285.0,14
23620,1,2,16380.0,-12285.0,-12285.0,14
18327,1,2,16380.0,-12285.0,-12285.0,14
17422,1,2,16380.0,-12285.0,-12285.0,14
19216,1,2,16380.0,-12285.0,-12285.0,14
20103,1,2,16380.0,-12285.0,-12285.0,14
20984,1,2,16380.0,-12285.0,-12285.0,14
21860,1,2,16380.0,-12285.0,-12285.0,14
22727,1,2,16380.0,-12285.0,-12285.0,14
23605,1,2,16380.0,-12285.0,-12285.0,14
18312,1,2,16380.0,-12285.0,-12285.0,14
24497,1,2,16380.0,-12285.0,-12285.0,14
19201,1,2,16380.0,-12285.0,-12285.0,14
20088,1,2,16380.0,-12285.0,-12285.0,14
20969,1,2,16380.0,-12285.0,-12285.0,14
21845,1,2,16380.0,-12285.0,-12285.0,14
22712,1,2,16380.0,-12285.0,-12285.0,14
23590,1,2,16380.0,-12285.0,-12285.0,14
24482,1,2,16380.0,-12285.0,-12285.0,14
20954,1,2,16380.0,-12285.0,-12285.0,14
20073,1,2,16380.0,-12285.0,-12285.0,14
21830,1,2,16380.0,-12285.0,-12285.0,14
19186,1,2,16380.0,-12285.0,-12285.0,14
22697,1,2,16380.0,-12285.0,-12285.0,14
23575,1,2,16380.0,-12285.0,-12285.0,14
18297,1,2,16380.0,-12285.0,-12285.0,14
24467,1,2,16380.0,-12285.0,-12285.0,14
24452,1,2,16380.0,-12285.0,-12285.0,14
23560,1,2,16380.0,-12285.0,-12285.0,14
20939,1,2,16380.0,-12285.0,-12285.0,14
21815,1,2,16380.0,-12285.0,-12285.0,14
20058,1,2,16380.0,-12285.0,-12285.0,14
22682,1,2,16380.0,-12285.0,-12285.0,14
19171,1,2,16380.0,-12285.0,-12285.0,14
17407,1,2,16380.0,-12285.0,-12285.0,14
25401,1,2,16380.0,-12285.0,-12285.0,14
25386,1,2,16380.0,-12285.0,-12285.0,14
25416,1,2,16380.0,-12285.0,-12285.0,14
25371,1,2,16380.0,-12285.0,-12285.0,14
25431,1,2,16380.0,-12285.0,-12285.0,14
25356,1,2,16380.0,-12285.0,-12285.0,14
18282,1,2,16380.0,-12285.0,-12285.0,14
24437,1,2,16380.0,-12285.0,-12285.0,14
23545,1,2,16380.0,-12285.0,-12285.0,14
20924,1,2,16380.0,-12285.0,-12285.0,14
21800,1,2,16380.0,-12285.0,-12285.0,14
20043,1,2,16380.0,-12285.0,-12285.0,14
22667,1,2,16380.0,-12285.0,-12285.0,14
19156,1,2,16380.0,-12285.0,-12285.0,14
20909,1,2,16380.0,-12285.0,-12285.0,14
21785,1,2,16380.0,-12285.0,-12285.0,14
20028,1,2,16380.0,-12285.0,-12285.0,14
22652,1,2,16380.0,-12285.0,-12285.0,14
23530,1,2,16380.0,-12285.0,-12285.0,14
20013,1,2,16380.0,-12285.0,-12285.0,14
19141,1,2,16380.0,-12285.0,-12285.0,14
23515,1,2,16380.0,-12285.0,-12285.0,14
19126,1,2,16380.0,-12285.0,-12285.0,14
18267,1,2,16380.0,-12285.0,-12285.0,14
19336,1,2,16380.0,-12285.0,-12285.0,14
18432,1,2,16380.0,-12285.0,-12285.0,14
16621,1,2,16380.0,-12285.0,-12285.0,14
17527,1,2,16380.0,-12285.0,-12285.0,14
25341,1,2,16380.0,-12285.0,-12285.0,14
24422,1,2,16380.0,-12285.0,-12285.0,14
16516,1,2,16380.0,-12285.0,-12285.0,14
24407,1,2,16380.0,-12285.0,-12285.0,14
18252,1,2,16380.0,-12285.0,-12285.0,14
17392,1,2,16380.0,-12285.0,-12285.0,14
22862,1,2,16380.0,-12285.0,-12285.0,14
24587,1,2,16380.0,-12285.0,-12285.0,14
21119,1,2,16380.0,-12285.0,-12285.0,14
24392,1,2,16380.0,-12285.0,-12285.0,14
25446,1,2,16380.0,-12285.0,-12285.0,14
20880,1,2,16380.0,-12285.0,-12285.0,14
19998,1,2,16380.0,-12285.0,-12285.0,14
19111,1,2,16380.0,-12285.0,-12285.0,14
18237,1,2,16380.0,-12285.0,-12285.0,14
18222,1,2,16380.0,-12285.0,-12285.0,14
25326,1,2,16380.0,-12285.0,-12285.0,14
26274,1,2,16380.0,-12285.0,-12285.0,14
26259,1,2,16380.0,-12285.0,-12285.0,14
26244,1,2,16380.0,-12285.0,-12285.0,14
26289,1,2,16380.0,-12285.0,-12285.0,14
26229,1,2,16380.0,-12285.0,-12285.0,14
26214,1,2,16380.0,-12285.0,-12285.0,14
26199,1,2,16380.0,-12285.0,-12285.0,14
15715,1,2,16380.0,-12285.0,-12285.0,14
15625,1,2,16380.0,-12285.0,-12285.0,14
25311,1,2,16380.0,-12285.0,-12285.0,14
16636,1,2,16380.0,-12285.0,-12285.0,14
15730,1,2,16380.0,-12285.0,-12285.0,14
17542,1,2,16380.0,-12285.0,-12285.0,14
26184,1,2,16380.0,-12285.0,-12285.0,14
26304,1,2,16380.0,-12285.0,-12285.0,14
24377,1,2,16380.0,-12285.0,-12285.0,14
18447,1,2,16380.0,-12285.0,-12285.0,14
19351,1,2,16380.0,-12285.0,-12285.0,14
17377,1,2,16380.0,-12285.0,-12285.0,14
16501,1,2,16380.0,-12285.0,-12285.0,14
16651,1,2,16380.0,-12285.0,-12285.0,14
15745,1,2,16380.0,-12285.0,-12285.0,14
25296,1,2,16380.0,-12285.0,-12285.0,14
17362,1,2,16380.0,-12285.0,-12285.0,14
17347,1,2,16380.0,-12285.0,-12285.0,14
17332,1,2,16380.0,-12285.0,-12285.0,14
15760,1,2,16380.0,-12285.0,-12285.0,14
17557,1,2,16380.0,-12285.0,-12285.0,14
19983,1,2,16380.0,-12285.0,-12285.0,14
19096,1,2,16380.0,-12285.0,-12285.0,14
18207,1,2,16380.0,-12285.0,-12285.0,14
17317,1,2,16380.0,-12285.0,-12285.0,14
18462,1,2,16380.0,-12285.0,-12285.0,14
16666,1,2,16380.0,-12285.0,-12285.0,14
25281,1,2,16380.0,-12285.0,-12285.0,14
27130,1,2,16380.0,-12285.0,-12285.0,14
27145,1,2,16380.0,-12285.0,-12285.0,14
27115,1,2,16380.0,-12285.0,-12285.0,14
27100,1,2,16380.0,-12285.0,-12285.0,14
27085,1,2,16380.0,-12285.0,-12285.0,14
27070,1,2,16380.0,-12285.0,-12285.0,14
27055,1,2,16380.0,-12285.0,-12285.0,14
27040,1,2,16380.0,-12285.0,-12285.0,14
26169,1,2,16380.0,-12285.0,-12285.0,14
27160,1,2,16380.0,-12285.0,-12285.0,14
25266,1,2,16380.0,-12285.0,-12285.0,14
27025,1,2,16380.0,-12285.0,-12285.0,14
15610,1,2,16380.0,-12285.0,-12285.0,14
16486,1,2,16380.0,-12285.0,-12285.0,14
17572,1,2,16380.0,-12285.0,-12285.0,14
15775,1,2,16380.0,-12285.0,-12285.0,14
14854,1,2,16380.0,-12285.0,-12285.0,14
14839,1,2,16380.0,-12285.0,-12285.0,14
14869,1,2,16380.0,-12285.0,-12285.0,14
14824,1,2,16380.0,-12285.0,-12285.0,14
14809,1,2,16380.0,-12285.0,-12285.0,14
14794,1,2,16380.0,-12285.0,-12285.0,14
14779,1,2,16380.0,-12285.0,-12285.0,14
14764,1,2,16380.0,-12285.0,-12285.0,14
14749,1,2,16380.0,-12285.0,-12285.0,14
14734,1,2,16380.0,-12285.0,-12285.0,14
14719,1,2,16380.0,-12285.0,-12285.0,14
14884,1,2,16380.0,-12285.0,-12285.0,14
16681,1,2,16380.0,-12285.0,-12285.0,14
16471,1,2,16380.0,-12285.0,-12285.0,14
16456,1,2,16380.0,-12285.0,-12285.0,14
16441,1,2,16380.0,-12285.0,-12285.0,14
16426,1,2,16380.0,-12285.0,-12285.0,14
19366,1,2,16380.0,-12285.0,-12285.0,14
20253,1,2,16380.0,-12285.0,-12285.0,14
18477,1,2,16380.0,-12285.0,-12285.0,14
21134,1,2,16380.0,-12285.0,-12285.0,14
18192,1,2,16380.0,-12285.0,-12285.0,14
17302,1,2,16380.0,-12285.0,-12285.0,14
19081,1,2,16380.0,-12285.0,-12285.0,14
19968,1,2,16380.0,-12285.0,-12285.0,14
16411,1,2,16380.0,-12285.0,-12285.0,14
17587,1,2,16380.0,-12285.0,-12285.0,14
25251,1,2,16380.0,-12285.0,-12285.0,14
22010,1,2,16380.0,-12285.0,-12285.0,14
23740,1,2,16380.0,-12285.0,-12285.0,14
24602,1,2,16380.0,-12285.0,-12285.0,14
22877,1,2,16380.0,-12285.0,-12285.0,14
25461,1,2,16380.0,-12285.0,-12285.0,14
26319,1,2,16380.0,-12285.0,-12285.0,14
27175,1,2,16380.0,-12285.0,-12285.0,14
19381,1,2,16380.0,-12285.0,-12285.0,14
20268,1,2,16380.0,-12285.0,-12285.0,14
18492,1,2,16380.0,-12285.0,-12285.0,14
21149,1,2,16380.0,-12285.0,-12285.0,14
27913,1,2,16380.0,-12285.0,-12285.0,14
27898,1,2,16380.0,-12285.0,-12285.0,14
27883,1,2,16380.0,-12285.0,-12285.0,14
27928,1,2,16380.0,-12285.0,-12285.0,14
28003,1,2,16380.0,-12285.0,-12285.0,14
27988,1,2,16380.0,-12285.0,-12285.0,14
28018,1,2,16380.0,-12285.0,-12285.0,14
27973,1,2,16380.0,-12285.0,-12285.0,14
28033,1,2,16380.0,-12285.0,-12285.0,14
15790,1,2,16380.0,-12285.0,-12285.0,14
27943,1,2,16380.0,-12285.0,-12285.0,14
27958,1,2,16380.0,-12285.0,-12285.0,14
28770,1,2,16380.0,-12285.0,-12285.0,14
13963,1,2,16380.0,-12285.0,-12285.0,14
13978,1,2,16380.0,-12285.0,-12285.0,14
13948,1,2,16380.0,-12285.0,-12285.0,14
13933,1,2,16380.0,-12285.0,-12285.0,14
13993,1,2,16380.0,-12285.0,-12285.0,14
26154,1,2,16380.0,-12285.0,-12285.0,14
15550,1,2,16380.0,-12285.0,-12285.0,14
15535,1,2,16380.0,-12285.0,-12285.0,14
15565,1,2,16380.0,-12285.0,-12285.0,14
15595,1,2,16380.0,-12285.0,-12285.0,14
17602,1,2,16380.0,-12285.0,-12285.0,14
19396,1,2,16380.0,-12285.0,-12285.0,14
20283,1,2,16380.0,-12285.0,-12285.0,14
18507,1,2,16380.0,-12285.0,-12285.0,14
21164,1,2,16380.0,-12285.0,-12285.0,14
17617,1,2,16380.0,-12285.0,-12285.0,14
14899,1,2,16380.0,-12285.0,-12285.0,14
15520,1,2,16380.0,-12285.0,-12285.0,14
25236,1,2,16380.0,-12285.0,-12285.0,14
28048,1,2,16380.0,-12285.0,-12285.0,14
16696,1,2,16380.0,-12285.0,-12285.0,14
14704,1,2,16380.0,-12285.0,-12285.0,14
15580,1,2,16380.0,-12285.0,-12285.0,14
28890,1,2,16380.0,-12285.0,-12285.0,14
28875,1,2,16380.0,-12285.0,-12285.0,14
28860,1,2,16380.0,-12285.0,-12285.0,14
29741,1,2,16380.0,-12285.0,-12285.0,14
29726,1,2,16380.0,-12285.0,-12285.0,14
13918,1,2,16380.0,-12285.0,-12285.0,14
22025,1,2,16380.0,-12285.0,-12285.0,14
22040,1,2,16380.0,-12285.0,-12285.0,14
20298,1,2,16380.0,-12285.0,-12285.0,14
21179,1,2,16380.0,-12285.0,-12285.0,14
19411,1,2,16380.0,-12285.0,-12285.0,14
22055,1,2,16380.0,-12285.0,-12285.0,14
18522,1,2,16380.0,-12285.0,-12285.0,14
13072,1,2,16380.0,-12285.0,-12285.0,14
13087,1,2,16380.0,-12285.0,-12285.0,14
13057,1,2,16380.0,-12285.0,-12285.0,14
22892,1,2,16380.0,-12285.0,-12285.0,14
22907,1,2,16380.0,-12285.0,-12285.0,14
23755,1,2,16380.0,-12285.0,-12285.0,14
23770,1,2,16380.0,-12285.0,-12285.0,14
23785,1,2,16380.0,-12285.0,-12285.0,14
24617,1,2,16380.0,-12285.0,-12285.0,14
24632,1,2,16380.0,-12285.0,-12285.0,14
25476,1,2,16380.0,-12285.0,-12285.0,14
14659,1,2,16380.0,-12285.0,-12285.0,14
14644,1,2,16380.0,-12285.0,-12285.0,14
14674,1,2,16380.0,-12285.0,-12285.0,14
14689,1,2,16380.0,-12285.0,-12285.0,14
28845,1,2,16380.0,-12285.0,-12285.0,14
13903,1,2,16380.0,-12285.0,-12285.0,14
27190,1,2,16380.0,-12285.0,-12285.0,14
26334,1,2,16380.0,-12285.0,-12285.0,14
27205,1,2,16380.0,-12285.0,-12285.0,14
18177,1,2,16380.0,-12285.0,-12285.0,14
17287,1,2,16380.0,-12285.0,-12285.0,14
19066,1,2,16380.0,-12285.0,-12285.0,14
16396,1,2,16380.0,-12285.0,-12285.0,14
14629,1,2,16380.0,-12285.0,-12285.0,14
29711,1,2,16380.0,-12285.0,-12285.0,14
13102,1,2,16380.0,-12285.0,-12285.0,14
13873,1,2,16380.0,-12285.0,-12285.0,14
13858,1,2,16380.0,-12285.0,-12285.0,14
13888,1,2,16380.0,-12285.0,-12285.0,14
13843,1,2,16380.0,-12285.0,-12285.0,14
24647,1,2,16380.0,-12285.0,-12285.0,14
17632,1,2,16380.0,-12285.0,-12285.0,14
19953,1,2,16380.0,-12285.0,-12285.0,14
14008,1,2,16380.0,-12285.0,-12285.0,14
13828,1,2,16380.0,-12285.0,-12285.0,14
27010,1,2,16380.0,-12285.0,-12285.0,14
27868,1,2,16380.0,-12285.0,-12285.0,14
26995,1,2,16380.0,-12285.0,-12285.0,14
13768,1,2,16380.0,-12285.0,-12285.0,14
13753,1,2,16380.0,-12285.0,-12285.0,14
13783,1,2,16380.0,-12285.0,-12285.0,14
26349,1,2,16380.0,-12285.0,-12285.0,14
13738,1,2,16380.0,-12285.0,-12285.0,14
13042,1,2,16380.0,-12285.0,-12285.0,14
13798,1,2,16380.0,-12285.0,-12285.0,14
26124,1,2,16380.0,-12285.0,-12285.0,14
26139,1,2,16380.0,-12285.0,-12285.0,14
16711,1,2,16380.0,-12285.0,-12285.0,14
16726,1,2,16380.0,-12285.0,-12285.0,14
12166,1,2,16380.0,-12285.0,-12285.0,14
12181,1,2,16380.0,-12285.0,-12285.0,14
12196,1,2,16380.0,-12285.0,-12285.0,14
12862,1,2,16380.0,-12285.0,-12285.0,14
12877,1,2,16380.0,-12285.0,-12285.0,14
12892,1,2,16380.0,-12285.0,-12285.0,14
154,1,2,16380.0,-12285.0,-12285.0,14
169,1,2,16380.0,-12285.0,-12285.0,14
184,1,2,16380.0,-12285.0,-12285.0,14
199,1,2,16380.0,-12285.0,-12285.0,14
214,1,2,16380.0,-12285.0,-12285.0,14
229,1,2,16380.0,-12285.0,-12285.0,14
244,1,2,16380.0,-12285.0,-12285.0,14
259,1,2,16380.0,-12285.0,-12285.0,14
274,1,2,16380.0,-12285.0,-12285.0,14
289,1,2,16380.0,-12285.0,-12285.0,14
304,1,2,16380.0,-12285.0,-12285.0,14
319,1,2,16380.0,-12285.0,-12285.0,14
334,1,2,16380.0,-12285.0,-12285.0,14
349,1,2,16380.0,-12285.0,-12285.0,14
364,1,2,16380.0,-12285.0,-12285.0,14
379,1,2,16380.0,-12285.0,-12285.0,14
394,1,2,16380.0,-12285.0,-12285.0,14
409,1,2,16380.0,-12285.0,-12285.0,14
424,1,2,16380.0,-12285.0,-12285.0,14
439,1,2,16380.0,-12285.0,-12285.0,14
454,1,2,16380.0,-12285.0,-12285.0,14
469,1,2,16380.0,-12285.0,-12285.0,14
484,1,2,16380.0,-12285.0,-12285.0,14
499,1,2,16380.0,-12285.0,-12285.0,14
514,1,2,16380.0,-12285.0,-12285.0,14
529,1,2,16380.0,-12285.0,-12285.0,14
544,1,2,16380.0,-12285.0,-12285.0,14
559,1,2,16380.0,-12285.0,-12285.0,14
574,1,2,16380.0,-12285.0,-12285.0,14
589,1,2,16380.0,-12285.0,-12285.0,14
604,1,2,16380.0,-12285.0,-12285.0,14
619,1,2,16380.0,-12285.0,-12285.0,14
634,1,2,16380.0,-12285.0,-12285.0,14
649,1,2,16380.0,-12285.0,-12285.0,14
664,1,2,16380.0,-12285.0,-12285.0,14
679,1,2,16380.0,-12285.0,-12285.0,14
694,1,2,16380.0,-12285.0,-12285.0,14
709,1,2,16380.0,-12285.0,-12285.0,14
724,1,2,16380.0,-12285.0,-12285.0,14
739,1,2,16380.0,-12285.0,-12285.0,14
754,1,2,16380.0,-12285.0,-12285.0,14
769,1,2,16380.0,-12285.0,-12285.0,14
784,1,2,16380.0,-12285.0,-12285.0,14
799,1,2,16380.0,-12285.0,-12285.0,14
814,1,2,16380.0,-12285.0,-12285.0,14
829,1,2,16380.0,-12285.0,-12285.0,14
844,1,2,16380.0,-12285.0,-12285.0,14
859,1,2,16380.0,-12285.0,-12285.0,14
874,1,2,16380.0,-12285.0,-12285.0,14
889,1,2,16380.0,-12285.0,-12285.0,14
946,1,2,16380.0,-12285.0,-12285.0,14
961,1,2,16380.0,-12285.0,-12285.0,14
976,1,2,16380.0,-12285.0,-12285.0,14
991,1,2,16380.0,-12285.0,-12285.0,14
1062,1,2,16380.0,-12285.0,-12285.0,14
1077,1,2,16380.0,-12285.0,-12285.0,14
1092,1,2,16380.0,-12285.0,-12285.0,14
1107,1,2,16380.0,-12285.0,-12285.0,14
1122,1,2,16380.0,-12285.0,-12285.0,14
1137,1,2,16380.0,-12285.0,-12285.0,14
1152,1,2,16380.0,-12285.0,-12285.0,14
1167,1,2,16380.0,-12285.0,-12285.0,14
1182,1,2,16380.0,-12285.0,-12285.0,14
1197,1,2,16380.0,-12285.0,-12285.0,14
1212,1,2,16380.0,-12285.0,-12285.0,14
1227,1,2,16380.0,-12285.0,-12285.0,14
1242,1,2,16380.0,-12285.0,-12285.0,14
1257,1,2,16380.0,-12285.0,-12285.0,14
1272,1,2,16380.0,-12285.0,-12285.0,14
1287,1,2,16380.0,-12285.0,-12285.0,14
1302,1,2,16380.0,-12285.0,-12285.0,14
1317,1,2,16380.0,-12285.0,-12285.0,14
1332,1,2,16380.0,-12285.0,-12285.0,14
1347,1,2,16380.0,-12285.0,-12285.0,14
1362,1,2,16380.0,-12285.0,-12285.0,14
1377,1,2,16380.0,-12285.0,-12285.0,14
1392,1,2,16380.0,-12285.0,-12285.0,14
1407,1,2,16380.0,-12285.0,-12285.0,14
1422,1,2,16380.0,-12285.0,-12285.0,14
1437,1,2,16380.0,-12285.0,-12285.0,14
1452,1,2,16380.0,-12285.0,-12285.0,14
1467,1,2,16380.0,-12285.0,-12285.0,14
1482,1,2,16380.0,-12285.0,-12285.0,14
1497,1,2,16380.0,-12285.0,-12285.0,14
1512,1,2,16380.0,-12285.0,-12285.0,14
1527,1,2,16380.0,-12285.0,-12285.0,14
1542,1,2,16380.0,-12285.0,-12285.0,14
1557,1,2,16380.0,-12285.0,-12285.0,14
1572,1,2,16380.0,-12285.0,-12285.0,14
1587,1,2,16380.0,-12285.0,-12285.0,14
1602,1,2,16380.0,-12285.0,-12285.0,14
1617,1,2,16380.0,-12285.0,-12285.0,14
1632,1,2,16380.0,-12285.0,-12285.0,14
1647,1,2,16380.0,-12285.0,-12285.0,14
1662,1,2,16380.0,-12285.0,-12285.0,14
1677,1,2,16380.0,-12285.0,-12285.0,14
1692,1,2,16380.0,-12285.0,-12285.0,14
1707,1,2,16380.0,-12285.0,-12285.0,14
1722,1,2,16380.0,-12285.0,-12285.0,14
1737,1,2,16380.0,-12285.0,-12285.0,14
1752,1,2,16380.0,-12285.0,-12285.0,14
1767,1,2,16380.0,-12285.0,-12285.0,14
1782,1,2,16380.0,-12285.0,-12285.0,14
1811,1,2,16380.0,-12285.0,-12285.0,14
1826,1,2,16380.0,-12285.0,-12285.0,14
1841,1,2,16380.0,-12285.0,-12285.0,14
1856,1,2,16380.0,-12285.0,-12285.0,14
1871,1,2,16380.0,-12285.0,-12285.0,14
1886,1,2,16380.0,-12285.0,-12285.0,14
1901,1,2,16380.0,-12285.0,-12285.0,14
1930,1,2,16380.0,-12285.0,-12285.0,14
1945,1,2,16380.0,-12285.0,-12285.0,14
1960,1,2,16380.0,-12285.0,-12285.0,14
1975,1,2,16380.0,-12285.0,-12285.0,14
1990,1,2,16380.0,-12285.0,-12285.0,14
2005,1,2,16380.0,-12285.0,-12285.0,14
2020,1,2,16380.0,-12285.0,-12285.0,14
2035,1,2,16380.0,-12285.0,-12285.0,14
2050,1,2,16380.0,-12285.0,-12285.0,14
2065,1,2,16380.0,-12285.0,-12285.0,14
2080,1,2,16380.0,-12285.0,-12285.0,14
2095,1,2,16380.0,-12285.0,-12285.0,14
2110,1,2,16380.0,-12285.0,-12285.0,14
2125,1,2,16380.0,-12285.0,-12285.0,14
2140,1,2,16380.0,-12285.0,-12285.0,14
2155,1,2,16380.0,-12285.0,-12285.0,14
2170,1,2,16380.0,-12285.0,-12285.0,14
2185,1,2,16380.0,-12285.0,-12285.0,14
2200,1,2,16380.0,-12285.0,-12285.0,14
2215,1,2,16380.0,-12285.0,-12285.0,14
2230,1,2,16380.0,-12285.0,-12285.0,14
2245,1,2,16380.0,-12285.0,-12285.0,14
